Petsa,Bayan,Barangay,Sukat_ng_Bukid_Ektarya,Uri_ng_Palay,Petsa_ng_Pagtatanim,Yugto_ng_Palay,Inaasahang_Ani_Tonelada,Totoong_Ani_Tonelada,Sanhi_ng_Pinsala,Porsyento_ng_Pinsala,Pinagkukunan_ng_Tubig,Uri_ng_Lupa,Dami_ng_Abono_Kilo,Gumamit_ng_Pestisidyo,Kondisyon_ng_Panahon,Datos_ng_Bagyo
2021-11-21,Aliaga,La Purisima,0.88,NSIC Rc238,2021-08-22,Paglaki,5.66,4.98,Wala,12,UPRIIS - Distrito 1,Buhanging Lupa,100,Oo,"{'dami_ng_ulan_mm': 220, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 25, 'halumigmig': 73}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-08-19,Peñaranda,Santo Tomas,1.13,NSIC Rc222,2023-05-15,Pamumulaklak,5.38,3.28,Falcon,39,UPRIIS - Distrito 4,Buhanging Lupa,175,Oo,"{'dami_ng_ulan_mm': 128, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 23, 'halumigmig': 68}","{'pangalan': 'Falcon', 'lakas_ng_hangin': 140, 'ulan': 400, 'tagal': 29}"
2021-06-17,Science City of Muñoz,Villa Marina,3.74,NSIC Rc222,2021-02-18,Paghinog,5.99,1.26,Jolina,79,Tubig-ulan,Malagkit na Lupa,129,Oo,"{'dami_ng_ulan_mm': 138, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 24, 'halumigmig': 66}","{'pangalan': 'Jolina', 'lakas_ng_hangin': 100, 'ulan': 280, 'tagal': 60}"
2023-10-08,Santa Rosa,Cojuangco,3.74,NSIC Rc354,2023-06-14,Paghinog,5.11,4.65,Wala,9,UPRIIS - Distrito 3,Mabuhanging Burak,143,Hindi,"{'dami_ng_ulan_mm': 263, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 23, 'halumigmig': 82}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-08-24,San Jose,Kaliwanagan,3.48,NSIC Rc160,2021-05-09,Paghinog,4.97,3.28,Kiko,34,UPRIIS - Distrito 4,Burak,142,Oo,"{'dami_ng_ulan_mm': 332, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 25, 'halumigmig': 68}","{'pangalan': 'Kiko', 'lakas_ng_hangin': 150, 'ulan': 500, 'tagal': 41}"
2021-11-08,San Jose,Santo Niño,0.68,PSB Rc82,2021-07-19,Paghinog,4.46,4.37,Wala,2,Tubig-ulan,Buhanging Lupa,148,Oo,"{'dami_ng_ulan_mm': 211, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 24, 'halumigmig': 72}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-10-23,Santa Rosa,Tagpos,2.2,NSIC Rc438,2022-07-11,Pamumulaklak,5.77,4.96,Wala,14,UPRIIS - Distrito 4,Mabuhanging Burak,169,Oo,"{'dami_ng_ulan_mm': 100, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 24, 'halumigmig': 81}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-11-30,Peñaranda,Las Piñas,3.19,NSIC Rc402,2021-08-12,Paglaki,4.6,4.23,Wala,8,Maliit na Sistema ng Irigasyon,Mabuhanging Burak,109,Hindi,"{'dami_ng_ulan_mm': 210, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 23, 'halumigmig': 76}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-04-25,Talavera,Maestrang Kikay,3.69,NSIC Rc222,2022-01-11,Paghinog,4.91,4.62,Wala,6,Tubig-ulan,Burak,158,Oo,"{'dami_ng_ulan_mm': 143, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 24, 'halumigmig': 76}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-08-23,Guimba,Macamias,2.25,NSIC Rc160,2021-05-15,Pamumulaklak,4.88,0.44,Kiko,91,UPRIIS - Distrito 2,Malagkit na Lupa,178,Hindi,"{'dami_ng_ulan_mm': 161, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 23, 'halumigmig': 68}","{'pangalan': 'Kiko', 'lakas_ng_hangin': 150, 'ulan': 500, 'tagal': 67}"
2021-03-20,Zaragoza,Batitang,4.7,NSIC Rc238,2020-11-25,Paghinog,4.75,4.7,Wala,1,UPRIIS - Distrito 4,Banlik,174,Hindi,"{'dami_ng_ulan_mm': 371, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 23, 'halumigmig': 83}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-07-20,Zaragoza,Mayo,1.81,NSIC Rc238,2021-03-30,Pamumulaklak,4.55,3.96,Wala,13,Tubig-ulan,Burak,111,Oo,"{'dami_ng_ulan_mm': 270, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 23, 'halumigmig': 79}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-01-23,Cabanatuan,Aduas,0.71,NSIC Rc222,2021-10-18,Paglaki,5.35,5.35,Wala,0,UPRIIS - Distrito 3,Mabuhanging Burak,130,Oo,"{'dami_ng_ulan_mm': 379, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 23, 'halumigmig': 75}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-01-10,Cabanatuan,Dalampang,3.63,NSIC Rc216,2020-10-06,Paglaki,5.73,5.27,Wala,8,Maliit na Sistema ng Irigasyon,Burak,147,Oo,"{'dami_ng_ulan_mm': 298, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 23, 'halumigmig': 79}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-04-16,Zaragoza,Batitang,3.61,NSIC Rc160,2023-01-16,Pamumulaklak,4.04,3.6,Wala,11,UPRIIS - Distrito 1,Banlik,180,Oo,"{'dami_ng_ulan_mm': 173, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 25, 'halumigmig': 67}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-06-22,Santa Rosa,Cojuangco,2.02,PSB Rc82,2023-03-04,Paghinog,4.62,2.08,Dodong,55,Maliit na Sistema ng Irigasyon,Malagkit na Lupa,147,Oo,"{'dami_ng_ulan_mm': 321, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 24, 'halumigmig': 80}","{'pangalan': 'Dodong', 'lakas_ng_hangin': 120, 'ulan': 300, 'tagal': 54}"
2023-12-18,Cabanatuan,Bantug,4.17,NSIC Rc160,2023-08-27,Paghinog,5.73,5.5,Wala,4,UPRIIS - Distrito 2,Mabuhanging Burak,127,Oo,"{'dami_ng_ulan_mm': 258, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 26, 'halumigmig': 76}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-02-26,Aliaga,Bibiclat,3.16,NSIC Rc222,2021-11-06,Paglaki,4.97,4.57,Wala,8,UPRIIS - Distrito 1,Malagkit na Lupa,101,Oo,"{'dami_ng_ulan_mm': 159, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 26, 'halumigmig': 83}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-09-13,Science City of Muñoz,Rizal,1.75,NSIC Rc160,2023-05-31,Pamumulaklak,5.69,4.84,Wala,15,UPRIIS - Distrito 1,Burak,166,Oo,"{'dami_ng_ulan_mm': 118, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 25, 'halumigmig': 67}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-03-28,Guimba,Naglabrahan,4.58,NSIC Rc238,2020-12-19,Pamumulaklak,4.13,4.05,Wala,2,Tubig-ulan,Buhanging Lupa,176,Oo,"{'dami_ng_ulan_mm': 363, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 24, 'halumigmig': 85}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-12-13,Science City of Muñoz,Villa Marina,1.4,PSB Rc82,2021-08-24,Paghinog,4.29,4.16,Wala,3,Maliit na Sistema ng Irigasyon,Mabuhanging Burak,180,Oo,"{'dami_ng_ulan_mm': 209, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 25, 'halumigmig': 70}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-03-26,Zaragoza,Manaul,4.77,NSIC Rc402,2020-12-18,Pamumulaklak,4.84,4.84,Wala,0,Tubig-ulan,Mabuhanging Burak,146,Oo,"{'dami_ng_ulan_mm': 197, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 24, 'halumigmig': 75}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-03-21,Guimba,Macamias,3.27,PSB Rc82,2022-11-28,Pamumulaklak,5.07,4.46,Wala,12,UPRIIS - Distrito 3,Banlik,145,Hindi,"{'dami_ng_ulan_mm': 147, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 26, 'halumigmig': 71}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-02-19,Peñaranda,Las Piñas,0.88,NSIC Rc438,2021-11-14,Paglaki,5.48,5.15,Wala,6,Maliit na Sistema ng Irigasyon,Malagkit na Lupa,172,Hindi,"{'dami_ng_ulan_mm': 378, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 25, 'halumigmig': 65}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-07-22,Cabanatuan,Aduas,0.88,NSIC Rc222,2023-03-27,Paghinog,5.12,0.56,Egay,89,UPRIIS - Distrito 4,Buhanging Lupa,123,Hindi,"{'dami_ng_ulan_mm': 286, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 26, 'halumigmig': 70}","{'pangalan': 'Egay', 'lakas_ng_hangin': 95, 'ulan': 250, 'tagal': 63}"
2021-08-13,Science City of Muñoz,Rizal,4.59,NSIC Rc238,2021-04-25,Paghinog,5.89,0.18,Kiko,97,UPRIIS - Distrito 3,Burak,145,Oo,"{'dami_ng_ulan_mm': 275, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 25, 'halumigmig': 79}","{'pangalan': 'Kiko', 'lakas_ng_hangin': 150, 'ulan': 500, 'tagal': 52}"
2023-10-29,Cabanatuan,Dalampang,2.83,NSIC Rc222,2023-07-12,Paghinog,5.48,4.77,Wala,13,Tubig-ulan,Buhanging Lupa,131,Oo,"{'dami_ng_ulan_mm': 164, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 26, 'halumigmig': 71}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-05-31,Zaragoza,Santa Cruz,4.5,NSIC Rc402,2023-02-24,Paglaki,5.4,5.4,Wala,0,UPRIIS - Distrito 2,Mabuhanging Burak,117,Oo,"{'dami_ng_ulan_mm': 253, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 26, 'halumigmig': 76}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-02-23,Talavera,Poblacion Sur,4.78,NSIC Rc402,2020-11-04,Paglaki,5.78,5.38,Wala,7,UPRIIS - Distrito 3,Malagkit na Lupa,168,Oo,"{'dami_ng_ulan_mm': 365, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 25, 'halumigmig': 72}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-04-21,Zaragoza,Manaul,3.48,NSIC Rc238,2023-01-04,Pamumulaklak,4.31,3.75,Wala,13,Maliit na Sistema ng Irigasyon,Burak,112,Hindi,"{'dami_ng_ulan_mm': 255, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 24, 'halumigmig': 70}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-03-25,Cabanatuan,Dalampang,1.35,NSIC Rc402,2021-12-02,Pamumulaklak,4.32,4.02,Wala,7,Maliit na Sistema ng Irigasyon,Buhanging Lupa,163,Oo,"{'dami_ng_ulan_mm': 109, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 24, 'halumigmig': 72}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-12-26,Peñaranda,Callos,3.85,NSIC Rc222,2022-09-19,Paglaki,4.39,3.99,Wala,9,Tubig-ulan,Buhanging Lupa,102,Hindi,"{'dami_ng_ulan_mm': 294, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 25, 'halumigmig': 77}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-05-28,Peñaranda,Poblacion,2.46,NSIC Rc402,2021-02-22,Paglaki,4.04,3.68,Wala,9,UPRIIS - Distrito 4,Malagkit na Lupa,114,Hindi,"{'dami_ng_ulan_mm': 212, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 23, 'halumigmig': 72}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-06-04,Guimba,Cabaruan,3.39,NSIC Rc238,2021-02-18,Paghinog,4.58,2.84,Jolina,38,Tubig-ulan,Mabuhanging Burak,151,Oo,"{'dami_ng_ulan_mm': 178, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 26, 'halumigmig': 71}","{'pangalan': 'Jolina', 'lakas_ng_hangin': 100, 'ulan': 280, 'tagal': 39}"
2023-02-08,Gapan,Makabaclay,2.41,NSIC Rc402,2022-10-13,Paglaki,5.05,4.34,Wala,14,Maliit na Sistema ng Irigasyon,Malagkit na Lupa,144,Oo,"{'dami_ng_ulan_mm': 198, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 25, 'halumigmig': 80}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-04-20,Cabanatuan,Capaya,3.44,NSIC Rc238,2023-01-03,Paghinog,5.54,5.54,Wala,0,Maliit na Sistema ng Irigasyon,Malagkit na Lupa,130,Hindi,"{'dami_ng_ulan_mm': 379, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 24, 'halumigmig': 84}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-05-12,Gapan,San Lorenzo,2.72,PSB Rc82,2023-02-03,Paghinog,4.42,4.29,Wala,3,Maliit na Sistema ng Irigasyon,Malagkit na Lupa,143,Hindi,"{'dami_ng_ulan_mm': 187, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 24, 'halumigmig': 72}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-09-04,Zaragoza,Mayo,4.6,NSIC Rc438,2021-05-25,Pamumulaklak,4.13,1.9,Kiko,54,Maliit na Sistema ng Irigasyon,Banlik,168,Oo,"{'dami_ng_ulan_mm': 379, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 23, 'halumigmig': 69}","{'pangalan': 'Kiko', 'lakas_ng_hangin': 150, 'ulan': 500, 'tagal': 24}"
2023-12-21,Science City of Muñoz,Villa Marina,1.26,NSIC Rc216,2023-09-18,Paglaki,5.08,4.93,Wala,3,UPRIIS - Distrito 4,Banlik,142,Oo,"{'dami_ng_ulan_mm': 155, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 23, 'halumigmig': 79}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-06-25,Zaragoza,Batitang,2.48,NSIC Rc160,2021-03-05,Paglaki,5.04,0.0,Jolina,100,UPRIIS - Distrito 2,Buhanging Lupa,179,Oo,"{'dami_ng_ulan_mm': 347, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 23, 'halumigmig': 67}","{'pangalan': 'Jolina', 'lakas_ng_hangin': 100, 'ulan': 280, 'tagal': 38}"
2023-05-14,Aliaga,Bibiclat,2.62,NSIC Rc438,2023-01-18,Paglaki,4.66,3.96,Wala,15,UPRIIS - Distrito 2,Buhanging Lupa,174,Oo,"{'dami_ng_ulan_mm': 132, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 26, 'halumigmig': 79}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-10-02,Gapan,San Vicente,0.94,NSIC Rc160,2021-06-08,Paghinog,4.21,2.82,Lannie,33,Maliit na Sistema ng Irigasyon,Banlik,171,Oo,"{'dami_ng_ulan_mm': 392, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 25, 'halumigmig': 76}","{'pangalan': 'Lannie', 'lakas_ng_hangin': 90, 'ulan': 220, 'tagal': 70}"
2021-01-22,Cabanatuan,Aduas,1.31,NSIC Rc238,2020-10-19,Paghinog,5.95,5.47,Wala,8,UPRIIS - Distrito 3,Mabuhanging Burak,175,Oo,"{'dami_ng_ulan_mm': 313, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 25, 'halumigmig': 82}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-12-07,Santa Rosa,San Josef,2.86,NSIC Rc216,2023-08-21,Paglaki,4.55,4.28,Wala,6,UPRIIS - Distrito 3,Malagkit na Lupa,127,Hindi,"{'dami_ng_ulan_mm': 183, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 26, 'halumigmig': 79}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-08-07,San Jose,Kaliwanagan,0.83,NSIC Rc402,2021-05-08,Paghinog,4.03,2.46,Kiko,39,UPRIIS - Distrito 2,Mabuhanging Burak,137,Oo,"{'dami_ng_ulan_mm': 343, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 25, 'halumigmig': 76}","{'pangalan': 'Kiko', 'lakas_ng_hangin': 150, 'ulan': 500, 'tagal': 59}"
2022-05-25,Zaragoza,Manaul,4.7,NSIC Rc438,2022-02-10,Pamumulaklak,4.15,4.11,Wala,1,UPRIIS - Distrito 3,Mabuhanging Burak,175,Oo,"{'dami_ng_ulan_mm': 325, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 25, 'halumigmig': 80}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-06-16,Guimba,Cabaruan,2.84,NSIC Rc216,2023-03-06,Pamumulaklak,4.85,1.36,Dodong,72,UPRIIS - Distrito 1,Burak,176,Hindi,"{'dami_ng_ulan_mm': 391, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 23, 'halumigmig': 81}","{'pangalan': 'Dodong', 'lakas_ng_hangin': 120, 'ulan': 300, 'tagal': 54}"
2023-12-08,Gapan,San Vicente,2.28,PSB Rc82,2023-08-18,Paghinog,4.97,4.97,Wala,0,UPRIIS - Distrito 1,Buhanging Lupa,127,Hindi,"{'dami_ng_ulan_mm': 194, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 24, 'halumigmig': 74}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-03-09,Talavera,Esguerra,3.61,NSIC Rc216,2020-11-10,Paglaki,4.56,4.47,Wala,2,Maliit na Sistema ng Irigasyon,Banlik,180,Hindi,"{'dami_ng_ulan_mm': 130, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 25, 'halumigmig': 77}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-10-06,Guimba,Manggang Marikit,1.56,NSIC Rc438,2021-06-18,Pamumulaklak,5.48,3.18,Lannie,42,UPRIIS - Distrito 2,Burak,125,Hindi,"{'dami_ng_ulan_mm': 139, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 25, 'halumigmig': 80}","{'pangalan': 'Lannie', 'lakas_ng_hangin': 90, 'ulan': 220, 'tagal': 48}"
2021-09-04,Peñaranda,Sinasajan,4.18,NSIC Rc402,2021-05-29,Paghinog,4.91,2.11,Kiko,57,Tubig-ulan,Mabuhanging Burak,173,Oo,"{'dami_ng_ulan_mm': 151, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 24, 'halumigmig': 66}","{'pangalan': 'Kiko', 'lakas_ng_hangin': 150, 'ulan': 500, 'tagal': 51}"
2022-08-02,Talavera,Dimasalang,2.83,NSIC Rc354,2022-04-26,Paglaki,4.93,1.23,Henry,75,UPRIIS - Distrito 2,Banlik,160,Hindi,"{'dami_ng_ulan_mm': 311, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 23, 'halumigmig': 65}","{'pangalan': 'Henry', 'lakas_ng_hangin': 110, 'ulan': 350, 'tagal': 69}"
2021-11-01,Santa Rosa,Cojuangco,3.52,PSB Rc82,2021-07-31,Pamumulaklak,4.34,3.91,Wala,10,UPRIIS - Distrito 4,Mabuhanging Burak,157,Hindi,"{'dami_ng_ulan_mm': 303, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 24, 'halumigmig': 76}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-03-02,Guimba,Cabaruan,2.03,NSIC Rc402,2021-11-19,Paglaki,5.17,5.12,Wala,1,UPRIIS - Distrito 4,Mabuhanging Burak,144,Oo,"{'dami_ng_ulan_mm': 173, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 25, 'halumigmig': 76}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-08-04,Aliaga,Bucot,2.02,NSIC Rc222,2021-04-14,Paghinog,4.4,4.22,Wala,4,Tubig-ulan,Mabuhanging Burak,131,Oo,"{'dami_ng_ulan_mm': 317, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 24, 'halumigmig': 84}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-07-04,Zaragoza,Batitang,4.6,NSIC Rc222,2023-03-07,Paghinog,5.39,1.89,Dodong,65,UPRIIS - Distrito 4,Mabuhanging Burak,134,Oo,"{'dami_ng_ulan_mm': 190, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 25, 'halumigmig': 69}","{'pangalan': 'Dodong', 'lakas_ng_hangin': 120, 'ulan': 300, 'tagal': 57}"
2023-01-17,Aliaga,Magsaysay,4.75,NSIC Rc402,2022-10-19,Paglaki,4.0,3.68,Wala,8,UPRIIS - Distrito 1,Buhanging Lupa,103,Hindi,"{'dami_ng_ulan_mm': 360, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 23, 'halumigmig': 79}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-10-18,Zaragoza,Manaul,2.33,NSIC Rc222,2022-07-03,Paglaki,4.68,4.35,Wala,7,Maliit na Sistema ng Irigasyon,Banlik,136,Oo,"{'dami_ng_ulan_mm': 159, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 24, 'halumigmig': 75}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-06-18,Zaragoza,Santa Cruz,4.79,NSIC Rc222,2021-03-15,Paglaki,5.06,0.51,Jolina,90,UPRIIS - Distrito 3,Banlik,164,Oo,"{'dami_ng_ulan_mm': 213, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 25, 'halumigmig': 72}","{'pangalan': 'Jolina', 'lakas_ng_hangin': 100, 'ulan': 280, 'tagal': 33}"
2023-06-13,Peñaranda,Callos,2.85,NSIC Rc216,2023-03-05,Paglaki,4.29,0.09,Dodong,98,UPRIIS - Distrito 3,Buhanging Lupa,135,Oo,"{'dami_ng_ulan_mm': 169, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 26, 'halumigmig': 78}","{'pangalan': 'Dodong', 'lakas_ng_hangin': 120, 'ulan': 300, 'tagal': 41}"
2023-03-17,San Jose,Palestina,3.83,PSB Rc82,2022-12-11,Paghinog,4.05,3.52,Wala,13,UPRIIS - Distrito 3,Banlik,145,Oo,"{'dami_ng_ulan_mm': 210, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 26, 'halumigmig': 75}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-01-29,Guimba,Macamias,2.72,NSIC Rc160,2021-10-26,Paglaki,5.57,5.01,Wala,10,Maliit na Sistema ng Irigasyon,Malagkit na Lupa,139,Oo,"{'dami_ng_ulan_mm': 377, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 26, 'halumigmig': 82}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-11-10,Zaragoza,Santa Cruz,0.74,NSIC Rc160,2022-07-30,Pamumulaklak,4.8,4.37,Wala,9,Maliit na Sistema ng Irigasyon,Mabuhanging Burak,119,Oo,"{'dami_ng_ulan_mm': 189, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 24, 'halumigmig': 83}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-10-19,Science City of Muñoz,Villa Marina,2.82,NSIC Rc238,2022-07-07,Paglaki,5.0,4.4,Wala,12,UPRIIS - Distrito 4,Buhanging Lupa,161,Oo,"{'dami_ng_ulan_mm': 297, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 23, 'halumigmig': 80}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-02-22,Peñaranda,Las Piñas,4.13,NSIC Rc160,2020-11-22,Paghinog,5.59,4.86,Wala,13,Tubig-ulan,Banlik,126,Oo,"{'dami_ng_ulan_mm': 133, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 26, 'halumigmig': 84}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-10-22,Peñaranda,Santo Tomas,3.22,NSIC Rc354,2022-07-16,Pamumulaklak,4.52,4.34,Wala,4,UPRIIS - Distrito 3,Buhanging Lupa,143,Oo,"{'dami_ng_ulan_mm': 176, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 26, 'halumigmig': 82}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-06-11,Science City of Muñoz,Magtanggol,3.99,NSIC Rc402,2022-02-14,Paghinog,5.14,2.16,Florita,58,UPRIIS - Distrito 2,Banlik,127,Oo,"{'dami_ng_ulan_mm': 334, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 23, 'halumigmig': 66}","{'pangalan': 'Florita', 'lakas_ng_hangin': 85, 'ulan': 200, 'tagal': 56}"
2022-06-18,Aliaga,Bibiclat,1.68,NSIC Rc216,2022-02-19,Paglaki,4.48,0.13,Florita,97,UPRIIS - Distrito 3,Banlik,168,Hindi,"{'dami_ng_ulan_mm': 363, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 25, 'halumigmig': 65}","{'pangalan': 'Florita', 'lakas_ng_hangin': 85, 'ulan': 200, 'tagal': 50}"
2021-08-12,Guimba,San Bernardino,4.15,NSIC Rc238,2021-04-29,Paghinog,4.94,2.77,Kiko,44,Tubig-ulan,Malagkit na Lupa,179,Hindi,"{'dami_ng_ulan_mm': 110, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 23, 'halumigmig': 65}","{'pangalan': 'Kiko', 'lakas_ng_hangin': 150, 'ulan': 500, 'tagal': 36}"
